"ID","Type","Name","Documentation","Specialization"
"id-469069","BusinessObject","Telecomcomponent","Een onderdeel van een telecommunicatienetwerk bedoeld voor gegevensoverdracht van of naar een netcomponent.",""
"id-723050","BusinessObject","Tertiaire netcomponent","Een facilitaire voorziening voor de fysieke bescherming en/of ondersteuning van netcomponenten.",""
"id-723128","BusinessObject","Toestemming van aangeslotene","Een goedkeuring door een (natuurlijk of niet-natuurlijk) persoon die beschikt over een aansluiting, aan een marktpartij om gegevens op te vragen of te verstrekken voor een bepaald doel.",""
"id-736150","BusinessObject","Transformatie","De verzameling bedrijfsobjecten nodig om de transformatie van de bedrijfsinrichting te besturen.",""
"id-469993","BusinessObject","Transportbehoefte","Het gewenste energietransport op lange termijn.",""
"id-722927","BusinessObject","Transportberekening","Een kwantitatieve analyse van het energietransport met als doel deze in stand te houden.",""
"id-729570","BusinessObject","Transportplanning","De verzameling bedrijfsobjecten nodig om transport- en bedieningsplannen te maken.",""
"id-729576","BusinessObject","Transportprobleem","Een in de dagelijkse voorbereiding geconstateerde moeilijkheid in het transport van energie waarvoor een oplossing gezocht moet worden.",""
"id-472581","BusinessObject","Uitvoeringscapaciteit","Het vermogen van medewerkers om werkactiviteiten uit te voeren.",""
"id-479255","BusinessObject","Uitvoeringsvergunning","Een beschikking op een aanvraag, die toestaat voorgenomen activiteiten voor bepaalde tijd te verrichten die in de wet- of regelgeving verboden zijn.",""
"id-736077","BusinessObject","Vacature","Een onvervulde arbeidsplaats die open staat voor werving.",""
"id-736152","BusinessObject","Veranderinitiatief","Een verandering van de structuur en/of werkwijze van een organisatie.",""
"id-736154","BusinessObject","Veranderportfolio","Een globale planning van gewenste veranderingen.",""
"id-736122","BusinessObject","Verantwoordingsrapport","Officiële uitleg of verklaring van de activiteiten van de netbeheerder aan een niet-financiële regulator.",""
"id-469029","BusinessObject","Verlof","Een toestemming om gedurende een bepaalde periode afwezig te zijn op het werk.",""
"id-736021","BusinessObject","Vermogen en liquiditeit","De verzameling bedrijfsobjecten nodig om vermogen en liquiditeiten te verkrijgen en beheren.",""
"id-736142","BusinessObject","VGMK-incident","Een ongewenst voorval dat voortvloeit uit bedrijfsactiviteiten en mogelijk tot letsel of schade leidt.",""
"id-736132","BusinessObject","VGMK-richtlijn","Een voorschrift ter bescherming van de veiligheid, de gezondheid, het welzijn, het milieu en/of de kwaliteit van werk.",""
"id-722996","BusinessObject","Voorlopig of definitief ontwerp","Een omschrijving die laat zien hoe een netaanpassing er technisch uit gaat zien. Het gaat hier om de inzet van netcomponenttypes op netfuncties.",""
"id-736027","BusinessObject","Waardering","Een vaststelling van de geldelijke waarde van bezittingen.",""
"id-729609","BusinessObject","Werk","De verzameling bedrijfsobjecten nodig om werkzaamheden aan energienetten uit te voeren.",""
"id-472136","BusinessObject","Werkactiviteit","Een inspanning van een medewerker die voortvloeit uit een werkopdracht.",""
"id-729622","BusinessObject","Werkactiviteit","De verzameling bedrijfsobjecten nodig om werkzaamheden uit te voeren.",""
"id-729611","BusinessObject","Werkmiddel","De verzameling bedrijfsobjecten nodig om werkzaamheden te faciliteren.",""
"id-475118","BusinessObject","Werkmiddel","Een gebruiksvoorwerp zoals een stuk gereedschap (bouwmaterieel) of voertuig (rollend materieel) dat wordt gebruikt om te werken aan het energienet.",""
"id-729629","BusinessObject","Werkopdracht","De verzameling bedrijfsobjecten nodig om regie te voeren over werkzaamheden.",""
"id-469165","BusinessObject","Werkopdracht","Een autorisatie voor het uitvoeren van werk aan een energienet.",""
"id-470526","BusinessObject","Werkplan","Een omschrijving van alle werkzaamheden die uitgevoerd moeten worden.",""
"id-729620","BusinessObject","Werkportfolio","Een globale planning van werkzaamheden aan energienetten.",""
"id-729618","BusinessObject","Werkportfolio","De verzameling bedrijfsobjecten nodig om een werkzaamhedenportfolio op te stellen en onderhouden.",""
"id-468968","BusinessObject","Zakelijk recht of tracévergunning","Een (volledig of beperkt) recht op een stuk grond (zakelijk recht), of een toestemming van het bevoegd gezag (vergunning), om in een bepaald tracé netcomponenten in bezit te hebben.",""
"id-470726","BusinessObject","Ziekteverzuim","Afwezigheid op het werk als gevolg van ziekte of gezondheidsproblemen.",""
"id-f6eb2df1c8894a1a89ec05d23dd4b68b","BusinessProcess","Bepalen en bewaken strategie en plannen","",""
"id-6768bc9140094b1daa8706577a9a0b6e","BusinessProcess","Beschikbaar maken en houden van inzetbare medewerkers","",""
"id-a5b3cfa283954862b6d6a05af2acd12d","BusinessProcess","Beschikbaar maken en stellen financiële assets en informatie","",""
"id-d78e8cc1492d47c2851e1a2407e9959f","BusinessProcess","Beschikbaar maken en stellen goederen en diensten","",""
"id-24459716ccb14af5bff12769ebcb5476","BusinessProcess","Beschikbaar stellen van netbeheerdata","",""
"id-d7bd48883f0645a297d269ed154d136c","BusinessProcess","Billing","Billing is supported by a combination of software and hardware components that receive consumption details and service usage information, groups this information for specific accounts or customers, produces invoices, creates reports for management / investors, and records (posts) payments made to customer accounts. Includes Auditing / Verfication Activities",""
"id-988752337f59432bb5552965cb7a96cc","BusinessProcess","Borgen bedrijfscontinuïteit en compliance","",""
"id-78e9241890eb46e3a375a1eab8f50203","BusinessProcess","Compensation and Settlement","Compensation and Settlement represents payment or trade of value for transactions between market actors as distinct from customer billing. Includes auditing / verfication activities. Settlements are often bi-directional in nature",""
"id-df9fefba488846358a0b0593b99c6284","BusinessProcess","Contracteren, aan- en afsluiten van gebruikers","",""
"id-1eaf335be2454ee3b37702e3417f9871","BusinessProcess","Cross border capacity calculation","For a given timeframe, calculation of the limits of feasible power exchanges between market areas for a given timeframe under physical and security limitations",""
"id-66cbd1922333427da4a6446c460c5c85","BusinessProcess","Instandhouden van energienetten (onderhoud)","",""
"id-3716424db89446b59aaef8164198f9f6","BusinessProcess","Instandhouden van energienetten (storingsherstel)","",""
"id-63641939a77640b887628b46caf81710","BusinessProcess","Leveren van informatie","",""
"id-4993de1666b84efcbc102bcd6102ada2","BusinessProcess","Managen van beschikbare energienetcapaciteit (toekomst)","",""
"id-24c2d673b8a94a7697dbbdf13e325387","BusinessProcess","Modeling","Build a model of the system for simulation, and modify it: merge of submodels, change parameters, include forecasted hypothesis",""
"id-91bf847e403945859162d47ea5d7490f","BusinessProcess","Netgedreven aanpassen van energienetten","",""
"id-c6698fed3ac54657874e49056ad08ff4","BusinessProcess","Power System Calculation","Simulations that are done to support decision making",""
"id-1c1d6f6d910a432f94a16f80147f0e4b","BusinessProcess","Reconstrueren van energienetten","",""
"id-1266e93f8fa74b579580d23db71ab3f6","BusinessProcess","Safety rules implementations","Training and tracking tools to insure compliance ",""
"id-2653d94e08524482adaf3439ed2972e3","BusinessProcess","Toewijzen van energie-uitwisseling","",""
"id-afa6bf1f62714f499a365d33d9c4eb15","BusinessProcess","Transporteren van energie (nu)","",""
"id-0ecbd9d1faaa47a49a508613dea2efd0","BusinessProcess","Veranderen bedrijfsinrichting ","",""
"id-c9d8cd0e11d24785a9a7b2d2d881b879","BusinessRole","Balance Responsible Party","A party that has a contract proving financial security and identifying balance responsibility with the Imbalance Settlement Responsible of the Market Balance Area entitling the party to operate in the market. This is the only role allowing a party to nominate energy on a wholesale level.

The meaning of the word “balance” in this context signifies that the quantity contracted to provide or to consume must be equal to the quantity really provided or consumed.",""
"id-63d0c11ecd204007a7656e808dad703c","BusinessRole","Business Role","A business role represents the responsibility for performing specific behavior, to which an actor can be assigned, or the part an actor plays in a particular action or event.
Business roles with certain responsibilities or skills are assigned to business processes or business functions. A business actor that is assigned to a business role is responsible for ensuring that the corresponding behavior is carried out, either by performing it or by delegating and managing its performance. In addition to the relation of a business role with behavior, a business role is also useful in a (structural) organizational sense; for instance, in the division of labor within an organization.

A business role may be assigned to one or more business processes or business functions, while a business actor may be assigned to one or more business roles. A business interface or an application interface may serve a business role, while a business interface may be part of a business role. The name of a business role should preferably be a noun.",""
"id-de4d0bd830d6490d9921313e1d2e75cb","BusinessRole","Capacity Co-ordinator","A party, acting on behalf of the System Operators involved, responsible for establishing a coordinated Offered Capacity and/or NTC and/or ATC between several Market Balance Areas.",""
"id-7ff939d7cb6b46c7a7c3f09bfb461c54","BusinessRole","Co-ordination center operator","Responsible for:
1. The coordination of exchange programs between its related Control Blocks and for the exchanges between its associated Coordination Center Zones.
2. Ensuring that its Control Blocks respect their obligations in respect to load frequency control.
3. Calculating the time deviation in cooperation with the associated coordination centers.
4. Carrying out the settlement and/or compensation between its Control Blocks and against the other Coordination Center Zones.",""
"id-8bd74611449649c7b773a1e2fc4256b9","BusinessRole","Consumer","A party that consumes electricity.

This is a Type of Party Connected to the Grid.",""
"id-7997f4d64637466e89ea9ecf2f868ebe","BusinessRole","Consumption Responsible Party","",""
"id-6eb8cbdd669c43428406f68550b47293","BusinessRole","Control Area Operator","Responsible for:
1. The coordination of exchange programs between its related Market Balance Areas and for the exchanges between its associated Control Areas.
2. The load frequency control for its own area.
3. The coordination of the correction of time deviations.",""
"id-00b4a99e6abb46598521d900dc0921ad","BusinessRole","Control Block Operator","Responsible for:
1. The coordination of exchanges between its associated Control Blocks and the organisation of the coordination of exchange programs between its related Control Areas.
2. The load frequency control within its own block and ensuring that its Control Areas respect their obligations in respect to load frequency control and time deviation.
3. The organisation of the settlement and/or compensation between its Control Areas.",""
"id-97c7ec059d804edaa25a1000aa8aff27","BusinessRole","Grid Architect","",""
"id-037c4d2e245a456cb330956c7f411791","BusinessRole","Grid Operator","A party that operates one or more grids.",""
"id-de08054f2d364243a11620157c213c3a","BusinessRole","Grid Planner","",""
"id-4520262f2c1946fc93f10d8977a85392","BusinessRole","Imbalance Settlement Responsible Party","A party that is responsible for settlement of the difference between the contracted quantities and the realised quantities of energy products for the Balance Responsible Parties in a Market Balance Area.

The Imbalance Settlement Responsible has not the responsibility to invoice. The Imbalance Settlement Responsible may delegate the invoicing responsibility to a more generic role such as a Billing Agent.",""
"id-3baa4a5c917b4709ba064a2c63dc2aa6","BusinessRole","Interconnection Trade Responsible Party","Is a Balance Responsible Party or depends on one. He is recognised by the Nomination Validator for the nomination of already allocated capacity.

This is a type of Balance Responsible Party.",""
"id-b16d50af47f944f8b25b5ca1ecae2c14","BusinessRole","Market Information Aggregator","A party that provides market related information that has been compiled from the figures supplied by different actors in the market. This information may also be published or distributed for general use.

The Market Information Aggregator may receive information from any market participant that is relevant for publication or distribution.",""
"id-e0488cec3ab64c929f67b54b14f0c658","BusinessRole","Merit Order List Responsible Party","Responsible for the management of the available tenders for all Acquiring System Operators to establish the order of the reserve capacity that can be activated.",""
"id-09ea4af8562a46f59122e03fe9d76c39","BusinessRole","Meter Administrator","A party responsible for keeping a database of meters.",""
"id-a8e94db133594fe7b9c9f4b7268268cb","BusinessRole","Meter Operator","A party responsible for installing, maintaining, testing, certifying and decommissioning physical meters.",""
"id-7b207a8541234bfc96f20773ed5218f9","BusinessRole","Metered Data Aggregator","A party responsible for the establishment and qualification of metered data from the Metered Data Responsible. This data is aggregated according to a defined set of market rules.",""
"id-30b1c7af5559402ab214b52656991ecb","BusinessRole","Metered Data Collector","A party responsible for meter reading and quality control of the reading.",""
"id-589be606b88b4e26a4712b20a65d590b","BusinessRole","Metered Data Responsible Party","A party responsible for the establishment and validation of metered data based on the collected data received from the Metered Data Collector. The party is responsible for the history of metered data for a Metering Point.",""
"id-a77a3439aa154bc8b12e177ed6ca8a19","BusinessRole","Metering Point Administrator","A party responsible for registering the parties linked to the metering points in a Metering Grid Area. The party is also responsible for registering and making available the Metering Point characteristics.",""
"id-df58c870ef5049e0b57941a6128954bc","BusinessRole","Nomination Validator","Has the responsibility of ensuring that all capacity nominated is within the allowed limits and confirming all valid nominations to all involved parties. He informs the Interconnection Trade Responsible of the maximum nominated capacity allowed. Depending on market rules for a given interconnection the corresponding System Operators may appoint one Nomination Validator.",""
"id-a828ef28c7704c139953266bfbd8b7aa","BusinessRole","Producer ","A party that produces electricity.

This is a type of Party Connected to the Grid.",""
"id-f6e1de2ff0244ceea4065c22c51418ea","BusinessRole","Production Responsible Party","A party who can be brought to rights, legally and financially, for any imbalance between energy nominated and produced for all associated Accounting Points.

This is a type of Balance Responsible Party.",""
"id-ac7e9b91245f4c34a29baebd52e8208e","BusinessRole","Real Time Grid Operator","",""
"id-56dccd7fba4b422d9d530f565cc6648f","BusinessRole","Reconcillation Responsible Party","A party that is responsible for reconciling, within a Metering Grid Area, the volumes used in the imbalance settlement process for profiled Accounting Points and the actual metered quantities.

The Reconciliation Responsible may delegate the invoicing responsibility to a more generic role such as a Billing Agent.",""
"id-a69324dffcad49b587f771205febf903","BusinessRole","Reserve Allocator","Informs the market of reserve requirements, receives tenders against the requirements and in compliance with the prequalification criteria, determines what tenders meet requirements and assigns tenders.",""
"id-88b379f3977f4268811f582f6c49cebb","BusinessRole","Resource provider","A role that manages a resource and provides the schedules for it, if required.",""
"id-2c7962bb511e43d2af30fc6f369c7959","BusinessRole","Scheduling Co-ordinator","A party that is responsible for the schedule information and its exchange on behalf of a Balance Responsible Party.
For example, in the Polish market a Scheduling Coordinator is responsible for information interchange for scheduling and settlement.",""
"id-6c64111967504a3383a6024949f082eb","BusinessRole","System Operator","A party that is responsible for a stable power system operation (including the organisation of physical balance) through a transmission grid in a geographical area. The System Operator will also determine and be responsible for cross border capacity and exchanges. If necessary he may reduce allocated capacity to ensure operational stability.
Transmission as mentioned above means “the transport of electricity on the extra high or high voltage network with a view to its delivery to final customers or to distributors. Operation of transmission includes as well the tasks of system operation concerning its management of energy flows, reliability of the system and availability of all necessary system services”. (definition taken from the ENTSO-E RGCE Operation handbook Glossary).

Additional obligations may be imposed through local market rules.",""
"id-2ad1d01305fa46be8defc75f4adaf361","BusinessRole","Trade Responsible Party","A party who can be brought to rights, legally and financially, for any imbalance between energy nominated and consumed for all associated Accounting Points.

A power exchange without any privileged responsibilities acts as a Trade Responsible Party.

This is a type of Balance Responsible Party.",""
"id-ae8dbc134892450aad77d78c3868ccc7","BusinessRole","Trader","A party that is selling or buying energy.",""
"id-88412dc740304e1390d6c985cc641663","BusinessRole","Transmission Capacity Allocator","Manages the allocation of transmission capacity for an Allocated Capacity Area.
For explicit auctions:
The Transmission Capacity Allocator manages, on behalf of the System Operators, the allocation of available transmission capacity for an Allocated Capacity Area. He offers the available transmission capacity to the market, allocates the available transmission capacity to individual Capacity Traders and calculates the billing amount of already allocated capacities to the Capacity Traders.",""
"id-ad23d63d08c34382a72f94705e18fd6c","BusinessRole","User","",""
"id-fd8e7cd12c804fe3b784ea7a6f538ad1","BusinessService","Supply Chain ","To assure that the consumables, assets replacement and additional goods and services are always available to support assets management and maintenance schedules",""
"id-7b30136f21934cfdab38a3e04147400d","ApplicationComponent","Aggregation Node","Covering the digital functionalities  of a regional hub (e.g. set of connected substations)",""
"id-8177002a8dc44a5ca8b96576dde9e5c0","ApplicationComponent","Application Component","Application Component
An application component represents an encapsulation of application functionality aligned to implementation structure, which is modular and replaceable.

An application component is a self-contained unit. As such, it is independently deployable, re-usable, and replaceable. An application component performs one or more application functions. It encapsulates its behavior and data, exposes services, and makes them available through interfaces. Cooperating application components are connected via application collaborations.
An application component may be assigned to one or more application functions. An application component has one or more application interfaces, which expose its functionality. Application interfaces of other application components may serve an application component. The name of an application component should preferably be a noun.",""
"id-33d911c3f14441e98a8e63ff1b06bca6","ApplicationComponent","Application File System","This is mobule of PowSyBI",""
"id-54c52d278f4f41febfe8c49b1dd72b99","ApplicationComponent","Asset Repository","Covering the digital functionalities used to keep track of asset and asset related information and configuration.",""
"id-ae1d53ae83aa4b8db8cc7469fdd5f6c1","ApplicationComponent","Capacity Platform","Trading Platform long-term grid reliability by procuring the appropriate amount of power supply resources needed to meet predicted energy demand X years in the future",""
"id-3b6935e78b63422ca13c6c8983884daf","ApplicationComponent","CIM mapper","A component to map CGMES-EQ on IEC 61850 SCL based on the IEC/TS 62361-102.
https://github.com/com-pas/compas-cim-mapping",""
"id-1a13a64cb9fe41f4be63cf962d6b4b48","ApplicationComponent","CIMgen/CIMpy/CIM++","CIMgen is a template engine based tool for code generation from the CIM / CGMES data model for several programming languages.
CIMpy and CIM++ are the generated python and C++ libraries.
https://github.com/sogno-platform/cimgen
https://github.com/sogno-platform/cimpy
https://github.com/sogno-platform/libcimpp",""
"id-fb462a5c23554d6181cfc55d473b9a79","ApplicationComponent","Communication Infrastructure","Communication infrastructure refers to the backbone of the communications system upon which various broadcasting and telecommunication services are operated. This can be built from copper cable, fiber, or wireless technologies utilizing the radio frequency spectrum, such as microwave and satellite.",""
"id-9e5b2fec9f19480b9b649f563abcd177","ApplicationComponent","CoMPAS","Focus on IEC61850 SCL configurations. For more information, see: https://com-pas.github.io/compas-architecture/technical/TECHNICAL_ARCHITECTURE.html
Organisation: https://github.com/com-pas",""
"id-23d06109736343468c959154a53e2464","ApplicationComponent","CoMPAS OpenSCD Component","OpenSCD CoMPAS Edition
Extensions on OpenSCD e.g. in order to work with the CoMPAS backend services
https://github.com/com-pas/compas-open-scd",""
"id-469135c7fd5042338172c658852a73e1","ApplicationComponent","CoMPAS SCL Validator","Validate SCL files based on OCL rules and the 6850 XSD.
https://github.com/com-pas/compas-scl-validator",""
"id-f74fdd5b82314d02acbc5ec814e8c049","ApplicationComponent","CoMPAS SCT tool ","",""
"id-150e6a6708e54bebafa528f3add49b62","ApplicationComponent","CoMPAS sitipe Service","Siemens SITIPE for CoMPAS

This repository contains an CoMPAS extension in order to integrate with Siemens SITIPE.
It is open source software to interact with Siemens SITIPE.

https://github.com/com-pas/compas-sitipe-service",""
"id-72a287cbc07745e79f365aeed40c962a","ApplicationComponent","Configuration and Setting repository","To store and track configurations and settings for all recorded and deployed assets: Configuration Management",""
"id-15a0e2d209194095859ac0ec5e56960e","ApplicationComponent","Configuration tools","To track configuration tools to remotely configure assets",""
"id-38a9bc6a3bfd409baeb7ea5b3440634c","ApplicationComponent","Core Services Component","",""
"id-3b06408a963c47028d25c8913775e32f","ApplicationComponent","Customer Side Node","Covering the digital function of customer-specific equipment (i.e. solar panels)",""
"id-311dd552c9a942c19308621b67e936b3","ApplicationComponent","Data Fetchers","",""
"id-3387ad06d5c54de6b1f4a0206c038849","ApplicationComponent","Digital Infrastructure repository","To store and track data about the available digitial infrastructure assets",""
"id-9688fc59ddd444cc9c6d68965212955e","ApplicationComponent","Digital Twin","To virtually replicate and simulate the performance of a specific assets over time",""
"id-e7dd619e67df469fb3fe7127ea23889d","ApplicationComponent","Distribution Node","Covering the digital functionalities of a group of assets (e.g. bay, rail, circuit or group of bays).",""
"id-6c7129cda02249f991bcafb8a829f33b","ApplicationComponent","Domain Component","",""
"id-d20d393525af49bbbb43d60a79b9247c","ApplicationComponent","DPsim","DPsim is a solver library for dynamic power system simulation.
It supports the electromagnetic transient (EMT), quasi-static and dynamic phasor (DP) domain for simulation.
A powerflow solver is included for standalone usage or to initialize dynamic simulations.
It provides a Python module which can be embedded in any Python 3 application / scripts.
The simulation core is implemented in highly-efficient C++ code.
It supports real-time execution with time-steps down to 50 uS.
It can load models in the IEC61970 Common Information Model (CIM) / Common Grid Model Exchange Standard (CGMES) XML format.
It can be interfaced to a variety of protocols and interfaces via VILLASnode.
https://github.com/sogno-platform/dpsim",""
"EAID_D8A44BF5_C3E9_417b_A627_17D9985E2E5D","ApplicationComponent","Dynamic Security Assessment","",""
"id-29ddb33ff71c464e85f4ddc6b1114f2e","ApplicationComponent","Equipment Node","Covering the digital functionalities of a single asset or a small group of the same assets (e.g transformer, set of three circuit breakers in 3-phase system or in case smart meter: a single electricity connection) or",""
"id-b6b4541dc0b6446e87bd238d6dece88d","ApplicationComponent","Fledge","",""
"id-296955abeece4a20bb07cfe9c010a0d6","ApplicationComponent","FledgePower","",""
"id-6e1fe141959e400e8c36c8e58226e65d","ApplicationComponent","Forecast Engine","",""
"id-2fec541ea7554652b606be3ca13f80e6","ApplicationComponent","GXF","",""
"id-06a2299034a346a0917b1ee77b42dfdf","ApplicationComponent","InfluxDB","Based on KTP confluence page icarus-influx-api (voor influxDB/MySQL)",""
"id-4c7097d9d41049599cfef838ff2ae8a4","ApplicationComponent","Interfaces","",""
"id-8f09651529c34647be689ba82dd3303a","ApplicationComponent","Keycloak","",""
"id-7df69fb234a94cc7ada66b895839307f","ApplicationComponent","LE Edge","",""
"id-62b1c27f9ea44515a79a0a41c84df86b","ApplicationComponent","LetsCoordinate","",""
"id-95ec64d2615445b1bd7c86b8521d4707","ApplicationComponent","Long term storage","To storage data for a long period of time (e.g years)",""
"id-38dbed39e5e14bc394d0ba335aacb112","ApplicationComponent","Metrix","This is mobule of PowSyBI",""
"id-e3bc05d4e5834f81a9336820033e80a7","ApplicationComponent","MongoDB","",""
"id-cd69ad46065e4ce8acd559d85a30633f","ApplicationComponent","MPI parallel implementation","This is mobule of PowSyBI",""
"id-1230fef3701f4d7da0afce54b1fea51d","ApplicationComponent","OF-business-service","",""
"id-f325302ab6da4f2ca975b0e4b8add73a","ApplicationComponent","OF-cards-consultation","",""
"id-aefd588b44c64009a36f2913233ff3d7","ApplicationComponent","OF-cards-publication","",""
"id-5ed9ebbe3810493a9b5731cd01d50f7f","ApplicationComponent","OF-dummy-modbus-device(1...n)","",""
"id-ec59b8c5a493416b834d44f670879853","ApplicationComponent","OF-external-app","",""
"id-bfbaed4666ca49b8835b212004e39c33","ApplicationComponent","OF-external-devices","",""
"id-cf23dae96aa146c38b372abaefaf5116","ApplicationComponent","OF-thirds-services","",""
"id-0cb3967cbead41fab60d9bd798006d60","ApplicationComponent","OF-user-service","",""
"id-0454f062782c496ebbca6b1cbd9ba6aa","ApplicationComponent","OF-webUI","",""
"id-d5597932e3d041a6afd6f6c6bf8ef422","ApplicationComponent","Open Load Flow","This is mobule of PowSyBI",""
"id-baea3300cd9c45d8b7f026bf3d9a796a","ApplicationComponent","OpenStef","",""
"id-85ce86e66bbb46aa9544da6f71d5c6f8","ApplicationComponent","OpenSTEF ","OpenSTEF is a Python package which is used to make short term forecasts for the energy sector. This repository contains all components for the machine learning pipeline required to make a forecast. In order to use the package you need to provide your own data storage and retrieval interface. openstef is available at: https://pypi.org/project/openstef/",""
"id-1fed1c57ed7e479b8e7951116ee61942","ApplicationComponent","OpenSTEF application","",""
"EAID_BD4C3EA3_0610_4da0_B2A3_EF3F1DD1DD3B","ApplicationComponent","OperatorFabric-core","OperatorFabric is designed to aggregate notifications from all these applications into a single screen and allow the operator to act on them.",""
"id-aaeb4f1b15a7403bbb3753e5965254de","ApplicationComponent","Pipelines","",""
"id-d1045b19badf470989d149dfddd1c7c4","ApplicationComponent","Power Equipment Repository","To store and track data about all power assets",""
"id-deca773469d64930913384ac9e0ce36b","ApplicationComponent","Power Grid Model","Power Grid Model is a high-performance Python/C++ library for steady-state distribution power system analysis.",""
"id-33f570c0c0f148d7837f3b1c95e9ce59","ApplicationComponent","power-grid-model library","The library power-grid-model is the main calculation library. It is written in C++ with native shared-memory multi-threading for parallelization in batch calculations.",""
"id-59b822208fbe44d5972164dd2d8196a1","ApplicationComponent","power-grid-model-io library","The library power-grid-model-io is a data conversion Python library which handles the conversion between Power Grid Model format and other common grid data formats.",""
"id-508d5284f6474aeda5d579ab5994d855","ApplicationComponent","PowerCheck","",""
"id-b8b8159fc1284591a069b954b1884458","ApplicationComponent","PowerConf","",""
"id-14d903885bc34f99830645cd509d4a94","ApplicationComponent","PowerSim","",""
"id-57715c09e66f479ca99b594896e5d28f","ApplicationComponent","PowerViz","",""
"id-593715b88d334ead863c8de5bb0dd09d","ApplicationComponent","PowSyBI","PowSyBl (Power System Blocks) is an open source library dedicated to electrical grid modeling and simulation. PowSyBl is written in Java and licensed under the Mozilla Public License 2.0.
Using PowSyBl, developers can create applications able to perform dynamic power flow simulations and security analyses on the network, handle a variety of formats including CGMES for European data exchanges, and many other tasks.",""
"id-e0fa3562030d499c836d2b5068aec6e9","ApplicationComponent","PowSyBl area diagram Layout","This is mobule of PowSyBI",""
"id-2d58a49aac3b4055bcaea5748495bf47","ApplicationComponent","PowSyBl Automatic SLD generator","This is mobule of PowSyBI",""
"id-4a796b853e184ed6ae7eb1ac56696ac5","ApplicationComponent","PowSyBl CIM-based SLD generator","This is mobule of PowSyBI",""
"id-330d42649d6e437e9b0e9fd8a350ef9c","ApplicationComponent","PowSyBl exporters","This is mobule of PowSyBI",""
"id-ce4c53979e6642bf9e7ca469e617189e","ApplicationComponent","PowSyBl Importers","This is mobule of PowSyBI",""
"id-4a24708a8cc74d7e84e5b2e2da8c5ac2","ApplicationComponent","Predictor Storage","",""
"id-b74eccd7e7b749a5b592a9486f3f1cb4","ApplicationComponent","ProLoaF","ProLoaF makes use of the big data paradigm that allows machine learning algorithms, trained with data from the power system field. The core comprises a recurrent neural network (encoder-decoder architecture) to predict the target variable.
The targets can vary from timerseries of PV, Wind or other generators to most commonly the total energy consumption. Both, the relevant input data history and prediction horizon are arbitrarily long and customizable for any specific need.
https://github.com/sogno-platform/proloaf",""
"id-4d499a2d209b4d2bb9c3ab68bc62f743","ApplicationComponent","Proprietary","",""
"id-105d3424aef34f3a8dd725e51bb85e49","ApplicationComponent","Protocol adapaters","",""
"id-313604566ec741d6b1082aa9f38cd947","ApplicationComponent","Protocol Layer Component","",""
"id-2c2721fc03ed42dc92560993a44834a7","ApplicationComponent","pyvolt","State estimation python library",""
"id-7b2d71b55701410496a24e7235b3951a","ApplicationComponent","Queries","",""
"id-57b89339a3984e02aa7ea47157f5f298","ApplicationComponent","RabbitMQ","",""
"id-d7ba8a96a12d49b18bf21d8df6f675fe","ApplicationComponent","RTDIP","RTDIP provides easy access to high volume, historical and real time process data for analytics applications, engineers, and data scientists wherever they are. It includes a python package which is available at https://pypi.org/project/rtdip-sdk/ and detailed project information can be found at https://www.rtdip.io/",""
"id-4a04ee198f284adfa71bda860b9a7c68","ApplicationComponent","SCL Auto Aligner","Componenten to auto-align single line diagram's. https://github.com/com-pas/compas-scl-auto-alignment",""
"id-b6c2b0981cf94fdb9bca306dbb391cf1","ApplicationComponent","SCL Data Service Component","Service to store and retrieve the SCL XML to a database.
https://github.com/com-pas/compas-scl-data-service",""
"id-af87ecfd980a4ecdb07acabb6577ca34","ApplicationComponent","Seapath","Software Enabled Automation Platform
and Artifacts THerein",""
"id-12d1d8ded8be413b810e711eedf4fbdd","ApplicationComponent","Short Term Forecaster","",""
"id-fc9fc3a2e4db4b3687b9842e2e5fd321","ApplicationComponent","Slurm job scheduler immplementation","This is mobule of PowSyBI",""
"id-273a4450ea5c4ab6a5df9f3442dc79a5","ApplicationComponent","SOAP interfaces","",""
"id-dddcf9597fad45ec83efd5a63097aebf","ApplicationComponent","SOGNO","The LF Energy project Service-based Open-source Grid automation platform for Network Operation of the future (SOGNO) is creating plug-and-play, cloud-native, micro-services to implement our next generation of data-driven monitoring and control systems. It will simplify the life of distribution utilities by enabling them to optimize their network operations through open source to deliver cost-effectively, and seamless, secure power supply for their customers. SOGNO introduces the idea of grid automation as a modular system in which components can be added through time.
https://github.com/sogno-platform",""
"id-a1acf936d64e46e6aebd56b4e6efcce7","ApplicationComponent","Substation Node","Covering the digital functionalities  of a substation (e.g. high-voltage substation, mid-voltage substation or low-voltage substation).",""
"id-3a771ebbf5b04e37ae796aa32055a108","ApplicationComponent","Supervision/Hypervision Component","To grants access to a computer software, firmware or hardware that creates and runs virtual machines. ",""
"id-73b3e9ba86384554a422b115135fdd0e","ApplicationComponent","Telemetry Forecaster","",""
"id-8337f561011a44da8fa6e79138fa8ac7","ApplicationComponent","Telemetry Registery","Energy Management System
Link between KTP and EMS is based on the confluence pagina of KTP Applicatie architectuur > icarus EMS  data consumer ",""
"id-3434ccef61ca47619d40e8d86b76d5f5","ApplicationComponent","Time series manager","This is mobule of PowSyBI",""
